trans_date_trans_time,cc_num,merchant,category,amt,lat,long,city_pop,trans_num,unix_time,merch_lat,merch_long,is_fraud
2019-01-01 06:21:54,3554849923339851,fraud_Pouros-Haag,shopping_pos,8.75,36.1043,-97.0609,55345,531c8697863bc97863f26b99f3d66b64,1325398914,36.645091,-96.464764,0
2019-01-01 06:27:39,4045036286570100739,fraud_Lind-Buckridge,entertainment,2.3,39.9458,-75.9703,3066,50e96f9117c71c56bb609c1a95c44d56,1325399259,39.692008,-75.75402199999999,0
2019-01-01 07:20:08,30434173205605,fraud_Emard Inc,gas_transport,42.1,44.453,-123.1065,917,ebbffdde1a88f889b1eea0a895eabf10,1325402408,43.595613,-123.429412,0
2019-01-01 07:55:38,4355790796238264643,fraud_Bashirian Group,shopping_net,8.11,39.8153,-91.2627,1656,a9bcbd56e97530b264aca9dd7878d413,1325404538,40.476247,-90.819337,0
2019-01-01 08:19:46,341542810616333,fraud_Berge LLC,gas_transport,63.6,39.2048,-94.0259,464,be8494e402d166aad6125ee58390903b,1325405986,39.026626,-94.047307,0
2019-01-01 08:36:49,3568255211412877,"fraud_Adams, Kovacek and Kuhlman",grocery_net,61.74,41.2249,-85.0301,5341,98df8d835f23695b6ef5a9b1da237044,1325407009,41.635343,-84.489492,0
2019-01-01 08:59:57,374497717543058,fraud_Kunze Inc,grocery_pos,127.63,47.1709,-100.7944,1190,6a8bf509bb031b1d37f33a22930058ef,1325408397,46.382378,-100.578025,0
2019-01-01 09:01:00,3526826139003047,fraud_Mohr Inc,shopping_pos,1.51,44.2529,-85.01700000000001,1126,6347ee5dc14f7cc643500dc062f0e2be,1325408460,43.898596000000005,-84.173846,0
2019-01-01 09:27:35,3554849923339851,fraud_Larson-Moen,entertainment,65.74,36.1043,-97.0609,55345,c0c2a66812fca58e1b007dda39080684,1325410055,35.359894,-97.202209,0
2019-01-01 09:41:05,4708992452821239,fraud_Bauch-Raynor,grocery_pos,152.9,35.8184,-91.3375,376,e1789342aa9a3ec2bd0082cdc626582d,1325410865,35.751293,-91.61357,0
2019-01-01 09:49:40,3526826139003047,"fraud_Reilly, Heaney and Cole",gas_transport,68.84,44.2529,-85.01700000000001,1126,4cc7622432b7cab24715e898ce7da18d,1325411380,43.47991,-85.986437,0
2019-01-01 09:52:56,180067784565096,fraud_McGlynn-Heathcote,misc_net,1.7,42.9385,-88.395,2328,8a43f00ff96a9d84b1bf6acf6098d7f6,1325411576,42.839616,-88.227906,0
2019-01-01 10:07:46,4186530744674,"fraud_Little, Gutmann and Lynch",shopping_net,1.35,33.3645,-81.2718,4913,6fa0ccfdd4069dbbb97970b16e9beeb1,1325412466,34.114794,-82.03595899999999,0
2019-01-01 11:10:34,4186530744674,fraud_Cole PLC,grocery_pos,87.51,33.3645,-81.2718,4913,4f8761857126381eb1d3e29d74e3c466,1325416234,33.390662,-81.916154,0
2019-01-01 11:15:20,374497717543058,"fraud_Bernier, Volkman and Hoeger",misc_net,3.12,47.1709,-100.7944,1190,d98b6627a9ba4c577c6453cc102208e2,1325416520,46.294325,-101.25867,0
2019-01-01 11:23:15,2254917871818484,fraud_Prohaska-Murray,gas_transport,77.21,38.0828,-76.3477,313,b9d8c342e3221bdf926a79833d16bd4f,1325416995,38.262298,-75.435748,0
2019-01-01 11:39:59,30551643947183,fraud_Heidenreich PLC,grocery_pos,222.3,35.1836,-81.4552,5621,4867df7b6559dfaac4d8baccd97f450e,1325417999,35.98018,-82.040297,0
2019-01-01 11:51:38,180067784565096,"fraud_Greenfelder, Bartoletti and Davis",misc_net,94.67,42.9385,-88.395,2328,f97132114c57cac1bf7f0c367f7b692f,1325418698,42.635409,-89.037819,0
2019-01-01 12:09:16,374656033243756,fraud_Kihn-Schuster,food_dining,333.8,38.8954,-77.1633,207410,eaaec223bfb8c01799906a534e0988ab,1325419756,39.317622,-76.292905,0
2019-01-01 12:32:55,30551643947183,fraud_Renner Ltd,home,151.34,35.1836,-81.4552,5621,271dcd4b999af1960c0e05ce93023375,1325421175,34.662994,-81.083259,0
2019-01-01 12:45:42,2254917871818484,fraud_Hermann-Gaylord,misc_pos,359.14,38.0828,-76.3477,313,88ea20d4d311bbd8b2bb987eedf1e864,1325421942,38.640652,-75.351543,0
2019-01-01 13:07:33,30434173205605,"fraud_Bahringer, Bergnaum and Quitzon",home,106.65,44.453,-123.1065,917,c9df02be0b8e5207cef6d85ecf9f1b6f,1325423253,43.617342,-122.715918,0
2019-01-01 13:23:56,571844099986,"fraud_Medhurst, Labadie and Gottlieb",travel,9.47,38.2507,-85.7476,736284,b199a7b1ac195cac1015048a4aa4cf3b,1325424236,38.887597,-84.95366899999999,0
2019-01-01 13:32:46,4344955088481397,"fraud_Schumm, McLaughlin and Carter",food_dining,60.39,40.8555,-79.7372,2054,433f9d3a14bc5807a205e28e91f71cfe,1325424766,40.536916999999995,-79.96070999999999,0
2019-01-01 13:46:14,30235268718158,"fraud_Romaguera, Wehner and Tromp",kids_pets,69.36,41.0592,-73.7395,11250,5517ff86582fdf949eac917b982d9a43,1325425574,40.360232,-73.9961,0
2019-01-01 13:47:04,342035762534413,"fraud_Mueller, Gerhold and Mueller",health_fitness,25.45,37.7184,-77.186,976,8d921d7d79d6c3c2df591ea4a6a9b7e2,1325425624,37.143497,-76.86901800000001,0
2019-01-01 13:53:24,3527536963490470,fraud_Dooley Inc,shopping_pos,8.82,32.9413,-81.1807,1725,247790574f492e8ce1c8321bf4f92eab,1325426004,33.240731,-81.540547,0
2019-01-01 13:58:27,676245600876,"fraud_Metz, Russel and Metz",kids_pets,28.26,26.7197,-80.1248,459921,74ecab43b8e66784658b22d1ecacec86,1325426307,27.538109999999996,-79.436918,0
2019-01-01 13:59:58,30328384440870,fraud_Gibson-Deckow,entertainment,41.88,40.029,-93.1607,602,409e09fe646aaade07b2f5e76a2e5922,1325426398,39.347491,-92.210216,0
2019-01-01 15:00:28,4294040533480516,"fraud_Koss, Hansen and Lueilwitz",home,75.33,33.413000000000004,-81.69,2206,3432d82af08045fb46f90da2cf8f3aa6,1325430028,33.587385999999995,-81.939943,0
2019-01-01 15:03:09,3527536963490470,fraud_McKenzie-Huels,food_dining,348.97,32.9413,-81.1807,1725,aedfc9c4092ff4dee1ea11736a12e672,1325430189,32.246957,-81.426314,0
2019-01-01 15:17:13,4186530744674,"fraud_Bahringer, Bergnaum and Quitzon",home,33.6,33.3645,-81.2718,4913,d3836b9fb69ff5dbcd174c2f94287dc5,1325431033,32.585662,-80.709366,0
2019-01-01 15:17:21,4294040533480516,fraud_Gleason-Macejkovic,shopping_net,178.85,33.413000000000004,-81.69,2206,40c41da5c1862eb62cb5bc46d67d0e61,1325431041,33.675412,-81.825848,0
2019-01-01 15:25:28,180067784565096,fraud_Kilback LLC,food_dining,22.83,42.9385,-88.395,2328,af204ea18157b629c84a259a24e79086,1325431528,42.313973,-88.88387900000001,0
2019-01-01 15:35:26,565399283797,fraud_Goldner-Lemke,entertainment,79.04,42.8801,-117.281,641,6381ab88d125b50700d0cd834dbf2af1,1325432126,43.628308,-117.472283,0
2019-01-01 15:54:35,30328384440870,fraud_Grimes LLC,entertainment,9.6,40.029,-93.1607,602,eefbde21db646616bed2005eb04d360d,1325433275,39.101445,-93.011397,0
2019-01-01 16:17:15,180067784565096,fraud_Gleason and Sons,kids_pets,191.18,42.9385,-88.395,2328,7d65ab35793b6e396d3947bf02d2a6d4,1325434635,42.578451,-89.15664100000001,0
2019-01-01 16:18:35,30235268718158,fraud_McGlynn-Jaskolski,misc_pos,1.74,41.0592,-73.7395,11250,daba6dc6c6718b9d9e0c4b16fb0090ed,1325434715,40.692103,-73.08205699999999,0
2019-01-01 16:49:04,30551643947183,fraud_White and Sons,home,51.0,35.1836,-81.4552,5621,43e0d689e3f856a4c85e6e16e9e70375,1325436544,36.167798,-82.043961,0
2019-01-01 16:54:18,4355790796238264643,fraud_Schimmel-Olson,kids_pets,48.3,39.8153,-91.2627,1656,a7535dc8bab1da51fb843d1f96ee9ebf,1325436858,40.798211,-91.791974,0
2019-01-01 17:01:13,2254917871818484,"fraud_Schumm, McLaughlin and Carter",food_dining,4.57,38.0828,-76.3477,313,f9bce822d8a855f322e37ef790746442,1325437273,37.647104,-75.877332,0
2019-01-01 17:03:18,6011104316292105,fraud_Windler LLC,kids_pets,1.88,36.9688,-78.5615,1970,a2041694ed2372fd32e3ca1f2b04b2c9,1325437398,36.180743,-79.02651999999999,0
2019-01-01 17:04:43,4708992452821239,fraud_Roob-Okuneva,health_fitness,71.24,35.8184,-91.3375,376,08eab821f0f55e0390fcd82ade085e84,1325437483,36.813993,-92.286831,0
2019-01-01 17:41:37,3527536963490470,"fraud_Dare, Fritsch and Zboncak",health_fitness,78.27,32.9413,-81.1807,1725,1bfcd21941e35d58fa8868e5ef5e7377,1325439697,32.813949,-81.627524,0
2019-01-01 18:18:48,3568255211412877,fraud_Daugherty LLC,kids_pets,99.84,41.2249,-85.0301,5341,0ac0229a04022830f86ee59dbf24057c,1325441928,41.614766,-85.586182,0
2019-01-01 18:31:33,4186530744674,fraud_Romaguera and Sons,travel,6.23,33.3645,-81.2718,4913,3b5d5b71b6b325efd14c7a50b76abd08,1325442693,32.769712,-81.739359,0
2019-01-01 18:37:23,180084695172649,"fraud_Armstrong, Walter and Gottlieb",food_dining,82.57,39.3036,-89.2853,3458,30d044d86101704ddf62f1df1608461e,1325443043,40.106989,-89.855002,0
2019-01-01 18:40:15,3527536963490470,fraud_Flatley Group,misc_pos,6.77,32.9413,-81.1807,1725,91019f7644700c09512d9a8bd31eee36,1325443215,32.716291999999996,-81.499042,0
2019-01-01 18:40:20,2254917871818484,"fraud_Windler, Goodwin and Kovacek",home,19.04,38.0828,-76.3477,313,1396befa73e640038a711878a8230062,1325443220,37.973513,-75.552773,0
2019-01-01 18:56:05,2254917871818484,fraud_Bechtelar-Rippin,food_dining,2.49,38.0828,-76.3477,313,752a803de4e43323cd5c3272a02b2c41,1325444165,37.386402,-77.142668,0
2019-01-01 19:06:32,2254917871818484,fraud_Bartoletti and Sons,personal_care,163.88,38.0828,-76.3477,313,6b40b415086aec16c63f076063fd57eb,1325444792,38.252635,-76.920407,0
2019-01-01 19:22:00,4708992452821239,fraud_Kub PLC,personal_care,22.26,35.8184,-91.3375,376,316c6b855af0745bca296860529db96b,1325445720,35.563093,-90.995911,0
2019-01-01 19:43:38,6011104316292105,fraud_Brown-Greenholt,entertainment,1.21,36.9688,-78.5615,1970,885f814dcd0c50cffc596b985eeab8ef,1325447018,36.588914,-77.70474300000001,0
2019-01-01 20:12:22,30434173205605,fraud_Friesen Ltd,health_fitness,12.3,44.453,-123.1065,917,ff563526ed8274bb94ba119c5db56155,1325448742,43.640488,-123.744764,0
2019-01-01 20:33:27,6011104316292105,fraud_McKenzie-Huels,food_dining,2.91,36.9688,-78.5615,1970,217641d48f8bd2c1fb3ced17cdb2480e,1325450007,37.660469,-78.922219,0
2019-01-01 21:04:21,30551643947183,fraud_Kassulke Inc,entertainment,133.67,35.1836,-81.4552,5621,723726b8f271580f3fb98f95355910fb,1325451861,35.592294,-81.67551,0
2019-01-01 21:19:39,565399283797,fraud_Bechtelar-Rippin,food_dining,57.14,42.8801,-117.281,641,9299553df6d3ba79274e9041585c1309,1325452779,43.241609999999994,-118.179037,0
2019-01-01 21:33:39,30328384440870,"fraud_Cormier, Stracke and Thiel",entertainment,45.1,40.029,-93.1607,602,a3e2fb7d49347f50d15adce1ef19ef72,1325453619,39.490995,-92.472437,0
2019-01-01 21:35:14,6011104316292105,"fraud_Okuneva, Schneider and Rau",shopping_pos,120.31,36.9688,-78.5615,1970,a021259cf708f5ced7ba83ef823de592,1325453714,36.804721,-79.17926800000001,0
2019-01-01 21:41:43,3527536963490470,fraud_Hills-Boyer,personal_care,9.88,32.9413,-81.1807,1725,419a695affa4f2ddd0953341c76f981b,1325454103,32.159089,-81.29926,0
2019-01-01 21:48:45,6011104316292105,"fraud_Mante, Luettgen and Hackett",health_fitness,35.7,36.9688,-78.5615,1970,82f0b1e2cc0f59f27c56b2ed41ac797c,1325454525,35.992596,-77.910436,0
2019-01-01 21:54:19,571844099986,fraud_Roob-Okuneva,health_fitness,1.5,38.2507,-85.7476,736284,783c8aa4b68cfa7c3f3447a0a0584233,1325454859,37.658241,-85.660361,0
2019-01-01 22:02:19,4355790796238264643,"fraud_Mueller, Gerhold and Mueller",health_fitness,23.63,39.8153,-91.2627,1656,617c24b8dea68710c9cd8544079c51a1,1325455339,39.22912,-90.735012,0
2019-01-01 22:07:29,3565196229855512,fraud_Gerhold LLC,home,64.75,40.4815,-92.9951,3805,72e2d9a0fb2b45d32cd8b13109e4e82d,1325455649,40.259567,-92.953913,0
2019-01-01 22:10:46,30235268718158,fraud_Thiel-Thiel,entertainment,7.34,41.0592,-73.7395,11250,06aeb746535f5a73eae6f6c8e0cab3fb,1325455846,41.856233,-74.527305,0
2019-01-01 22:37:40,30551643947183,fraud_Johns Inc,entertainment,44.7,35.1836,-81.4552,5621,bb78f3ec9afc3fc7fa1319c36c882fef,1325457460,34.710035,-81.481431,0
2019-01-01 22:41:33,4708992452821239,fraud_Romaguera and Sons,travel,8.69,35.8184,-91.3375,376,00d9c216ad24b623229ff68be7ea06c5,1325457693,36.152649,-90.461451,0
2019-01-01 22:58:25,2254917871818484,fraud_Gottlieb Group,kids_pets,141.66,38.0828,-76.3477,313,de5722d97978b2379c53f00919132584,1325458705,38.96777,-76.611086,0
2019-01-01 23:16:24,6501313409525696,fraud_Waelchi Inc,kids_pets,54.8,31.4467,-103.5791,12747,3b559783fa1bc4cf0309cd037b8057c6,1325459784,30.682737,-102.770329,0
2019-01-01 23:23:33,2254917871818484,"fraud_Moore, Williamson and Emmerich",home,10.06,38.0828,-76.3477,313,ace2e1a601b557fce711957b77d23556,1325460213,38.092711,-75.77501,0
2019-01-01 23:51:50,180084695172649,"fraud_Quitzon, Green and Bashirian",shopping_pos,35.82,39.3036,-89.2853,3458,a800fb209945e0f0273d54a861710e12,1325461910,39.233857,-89.947918,0
2019-01-01 23:52:57,6501313409525696,fraud_Rau-Robel,kids_pets,18.39,31.4467,-103.5791,12747,30a9ed8fcee8f55ee86238042e8114f2,1325461977,30.875684000000003,-104.439763,0
2019-01-02 01:16:49,3565196229855512,"fraud_Haley, Jewess and Bechtelar",shopping_pos,6.86,40.4815,-92.9951,3805,b6b0a9be3bc88351797f37e42840f949,1325467009,41.265211,-93.827151,0
2019-01-02 01:47:29,340187018810220,"fraud_Jenkins, Hauck and Friesen",gas_transport,11.52,29.44,-98.459,1595797,bc7d41c41103877b03232f03f1f8d3f5,1325468849,29.819364,-99.142791,1
2019-01-02 02:37:20,3526826139003047,fraud_Bartoletti-Wunsch,gas_transport,55.12,44.2529,-85.01700000000001,1126,2b76b2e4f25c0f1c5684928c4bed1286,1325471840,44.055887,-85.075973,0
2019-01-02 02:39:36,676245600876,"fraud_Streich, Dietrich and Barton",shopping_net,45.06,26.7197,-80.1248,459921,c159015d05ce005d0840395fdfd848e5,1325471976,27.683684000000003,-79.206878,0
2019-01-02 02:41:15,3526826139003047,fraud_Miller-Harris,misc_net,22.66,44.2529,-85.01700000000001,1126,a0b354785c66f912377a1bd2fcb2a727,1325472075,44.809579,-84.904566,0
2019-01-02 02:50:22,4471568287204,fraud_Heller-Langosh,gas_transport,43.73,36.4899,-79.4736,3402,036315b6341754f06193194ebf026a0a,1325472622,37.228296,-78.82451400000001,0
2019-01-02 03:05:23,340187018810220,fraud_Goodwin-Nitzsche,grocery_pos,276.31,29.44,-98.459,1595797,b98f12f4168391b2203238813df5aa8c,1325473523,29.273085,-98.83636,1
2019-01-02 03:09:44,38797410705641,fraud_Roberts-Beahan,misc_pos,33.8,42.4069,-74.1528,277,0df2c32f67d5323b92727be2bc80fbd1,1325473784,42.940334,-74.172837,0
2019-01-02 03:55:47,340187018810220,fraud_Koepp-Parker,grocery_pos,275.73,29.44,-98.459,1595797,7863235a750d73a244c07f1fb7f0185a,1325476547,29.786426,-98.68341,1
2019-01-02 04:12:37,180067784565096,fraud_Welch Inc,misc_net,59.64,42.9385,-88.395,2328,95df6a7b22b31803102c5e3a5435a574,1325477557,43.561107,-89.16268199999999,0
2019-01-02 05:22:36,4708992452821239,"fraud_Christiansen, Goyette and Schamberger",gas_transport,70.29,35.8184,-91.3375,376,b5debc63c061ab2973ee5629c7b72a24,1325481756,35.649291999999996,-91.649211,0
2019-01-02 05:58:40,3526826139003047,"fraud_Goyette, Howell and Collier",shopping_pos,27.73,44.2529,-85.01700000000001,1126,ad6c23084aa39f8cf8331f4fabac45dd,1325483920,43.527558,-85.916818,0
2019-01-02 06:17:14,30328384440870,"fraud_Rodriguez, Yost and Jenkins",misc_net,1.68,40.029,-93.1607,602,3d72c3bca1dbe2c06ec0bafff7cb10a6,1325485034,39.772228000000005,-93.815796,0
2019-01-02 06:48:16,30328384440870,fraud_Hudson-Grady,shopping_pos,5.45,40.029,-93.1607,602,8ca164111932910d78e500ca9db7f8c9,1325486896,40.097885,-93.349023,0
2019-01-02 06:52:53,6524376634971418,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,80.19,34.347,-87.7154,5778,5a1896dc355de13854d28eeef5f09ba5,1325487173,34.135157,-87.571097,0
2019-01-02 07:55:25,4186530744674,fraud_Prohaska-Murray,gas_transport,68.28,33.3645,-81.2718,4913,6ed268bac31e516c8a9d30a128ef5b06,1325490925,32.572052,-81.222215,0
2019-01-02 08:56:26,30328384440870,fraud_Kris-Weimann,misc_net,526.44,40.029,-93.1607,602,ab693fbfce6f765430ff6341a1194c05,1325494586,40.497207,-92.708527,0
2019-01-02 09:45:56,374656033243756,"fraud_Lockman, West and Runte",grocery_pos,66.38,38.8954,-77.1633,207410,8182b976c002f080e31497175fe8a804,1325497556,37.994584,-76.4222,0
2019-01-02 09:58:45,2254917871818484,fraud_Cummings LLC,gas_transport,58.92,38.0828,-76.3477,313,9e6196d73d87d1bcffce7beccbe4084e,1325498325,38.896264,-76.68875,0
2019-01-02 10:58:14,374656033243756,fraud_Spinka-Welch,grocery_net,119.63,38.8954,-77.1633,207410,0692e8d1bf88cf3a41df9c26d9ec432f,1325501894,38.214729,-77.059133,0
2019-01-02 11:00:58,213186334552049,"fraud_Huel, Hammes and Witting",grocery_pos,95.26,41.8117,-79.2643,528,d5f8846d4f07a4b364e25fe946317c61,1325502058,41.313226,-78.369872,0
2019-01-02 11:58:23,374497717543058,fraud_Friesen-Stamm,gas_transport,53.83,47.1709,-100.7944,1190,9b4ad9348c446fb73b57fdfd49a5bac3,1325505503,47.677358,-101.216898,0
2019-01-02 12:11:49,3550554389581384,fraud_Bogisich-Weimann,kids_pets,52.97,29.8575,-82.1483,2060,bcd8f7af159702b1297a941fbf4f8425,1325506309,29.875008,-81.572039,0
2019-01-02 12:12:52,3526826139003047,"fraud_Kling, Howe and Schneider",home,51.21,44.2529,-85.01700000000001,1126,6533e7c983fa9bd5f0935a12d170d265,1325506372,43.683043,-85.30544499999999,0
2019-01-02 12:48:19,2254917871818484,fraud_Sawayn PLC,shopping_pos,2.16,38.0828,-76.3477,313,4a7a8599f92b021afbbca5b831f54f27,1325508499,37.414598,-76.075861,0
2019-01-02 12:50:48,2254917871818484,"fraud_O'Connell, Botsford and Hand",home,141.7,38.0828,-76.3477,313,5c5c6b722bee356d7388bd1a72864c1a,1325508648,38.538965999999995,-75.74583,0
2019-01-02 14:20:21,3554849923339851,"fraud_Lesch, D'Amore and Brown",food_dining,54.68,36.1043,-97.0609,55345,de1d7e4a67f76c1915e834f7ec42e18b,1325514021,35.212328,-96.340964,0
2019-01-02 14:51:07,3527536963490470,fraud_Pollich LLC,home,48.7,32.9413,-81.1807,1725,77c2fb0739633b509c5106bd188f82b4,1325515867,32.781455,-80.186991,0
2019-01-02 15:20:55,30235268718158,fraud_Jast Ltd,shopping_net,4.49,41.0592,-73.7395,11250,21b63487ef174f6eb8e564d73e69d16f,1325517655,41.861978,-74.520814,0
2019-01-02 16:01:19,30551643947183,fraud_Kutch-Ferry,home,122.69,35.1836,-81.4552,5621,c556f5ccb213e0767ed0ed2a170d3b6b,1325520079,35.285074,-81.581323,0
2019-01-02 16:37:07,4294040533480516,"fraud_Boehm, Block and Jakubowski",misc_pos,1.94,33.413000000000004,-81.69,2206,195b01eff33ae5df7b438123edafdce9,1325522227,33.317856,-81.462973,0
2019-01-02 16:37:58,6501313409525696,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,2.83,31.4467,-103.5791,12747,e0a9cf2800324e9f8e9f85df889f4aaf,1325522278,30.800897999999997,-104.358017,0
2019-01-02 16:58:49,4294040533480516,fraud_Botsford and Sons,home,51.16,33.413000000000004,-81.69,2206,4c162e42760f430b7df6913c1d0d0470,1325523529,34.326859999999996,-82.345559,0
2019-01-02 17:18:34,2714019737356678,fraud_Windler LLC,kids_pets,22.45,39.9914,-80.4408,724,b7aadd3743f5d03b3880afaf990588fa,1325524714,40.665384,-80.890073,0
2019-01-02 18:42:30,3568255211412877,"fraud_Welch, Rath and Koepp",entertainment,1.3,41.2249,-85.0301,5341,3b8338465809a63f9110008a2a3eac2f,1325529750,41.998539,-84.901337,0
2019-01-02 18:56:32,180084695172649,fraud_Kovacek Ltd,travel,1.21,39.3036,-89.2853,3458,c34c5cbce633ec962ee252817e5dd16d,1325530592,39.232277,-89.535895,0
2019-01-02 19:06:38,3554849923339851,"fraud_McDermott, Osinski and Morar",home,30.03,36.1043,-97.0609,55345,65295211cbafe57360edfb52874d1fb7,1325531198,36.905913,-96.320639,0
2019-01-02 19:28:47,4344955088481397,fraud_Skiles LLC,home,70.13,40.8555,-79.7372,2054,229865166074870a133e6280d8b6acca,1325532527,40.491834999999995,-79.987338,0
2019-01-02 20:06:37,341542810616333,fraud_O'Hara-Wilderman,food_dining,13.08,39.2048,-94.0259,464,61a3cafa4b28c9059c0f7fe8fb7c5f8a,1325534797,39.803742,-94.520245,0
2019-01-02 20:27:08,38797410705641,fraud_Pouros-Conroy,shopping_pos,128.54,42.4069,-74.1528,277,83adfbbac4c93820984dce9566a54041,1325536028,43.40566,-74.985805,0
2019-01-02 20:33:19,180067784565096,fraud_Collier LLC,home,11.95,42.9385,-88.395,2328,56ce664baf2241519acfe4d7141e51aa,1325536399,42.437074,-87.847109,0
2019-01-02 20:46:06,4344955088481397,fraud_Reilly and Sons,health_fitness,72.69,40.8555,-79.7372,2054,db7621163a7ef2ad28b55c4bdddd5fdf,1325537166,40.822854,-79.57950699999999,0
2019-01-02 21:20:30,30551643947183,fraud_Kemmer-Buckridge,misc_pos,59.52,35.1836,-81.4552,5621,117ad7d50c8ff5ebe93a6cda4c54d614,1325539230,35.839115,-81.25138299999999,0
2019-01-02 21:53:49,4708992452821239,fraud_Carroll PLC,health_fitness,79.28,35.8184,-91.3375,376,91e7d444765cb2183a36c3b784a3b67e,1325541229,34.831263,-91.470018,0
2019-01-02 22:13:28,30551643947183,fraud_Morissette-Schaefer,personal_care,42.58,35.1836,-81.4552,5621,88475a7d24d405f21d6bdfa7348dfbd9,1325542408,34.319648,-80.730174,0
